,Tweets,Tweets_duygu
2197,havacılık otoritesi eylül de başlaması planlanan türkiye irak uçuşlarının türk yetkililer tarafından ay boyunca ertelendiğini duyurdu;,negatif
2198,bu ayki gazetesindeki yazım umarım bu günleri hep birlikte turizm de aşarız ;,pozitif
2199,malezya kısıtlamaları ve uluslararası turistlere yönelik yasakları aralık ye kadar uzattı;,negatif
2200,türk hava yolları ve hava iş sendikası arasında ücretlerle ilgili yapılan görüşmeler sona erdi ve taraflar bugün anlaşmayı imzaladılar ;,pozitif
2201,sosyal mesafeyi unutmanın bedeli ağır olmaz umarım ;,pozitif
2202, kültürel doğal ve sosyo ekonomik canlılığıyla cennetin eşşiz limanı mersindeyiz ya siz ;,pozitif
2203,demircan türkiye genelinde avm nin yer aldığını ve bunların içerisinde kültür merkezi gibi kütüphanelerin de olacağı çalışmaların devam ettiğini belirtti ;,pozitif
2204,antalya belediyeler şunu anlayamadık anlatamadık dronmuş havai fişekmiş vb havaya suya yazılan dakikalık görsellikleri kamu kaynaklarıyla yapmak israfın daniskasıdır ;,negatif
2205,ab güvenli seyahat listesini güncelledi türkiye bir kez daha listede yok ;,negatif
2206,pandemi döneminde yükseliş başladı ;,pozitif
2207, temmuz itibarıyla yeniden başlayan yurt dışı uçuşları ile antalya ya ayda bin turist geldi iç hat aktarmalı gelen turistlerle sayı milyonu geçti ;,negatif
2208,yerli markadan dört mevsim güvenli sürüş için yeni nesil lastik teknolojisi;,pozitif
2209,türk hava yolları ve teknoloji firması amadeus yeni bir anlaşma imzaladı ;,pozitif
2210,dünyanın tek yeraltı kervansarayı aksaray da burası ;,pozitif
2211,rumkale ye cam teras yapılacak ;,pozitif
2212, düzce nin ve anadolu nun denize açılan en önemli kapılarından olan akçakoca sahilleri güneşli hafta sonunu denizde geçirmek isteyen tatilcilerin akınına uğradı ;,negatif
2213,üç bin yıllık kent birgi turizmde hak ettiği değeri almak istiyor çok sayıda medeniyete ev sahipliği yapan izmir in ödemiş ilçesindeki tarihi mahallesi birgi efeler yolu projesi sayesinde daha çok ziyaretçiyi ağırlayacak;,pozitif
2214,türkiye den almanya ya dönüş için yapılması gerekenler;,pozitif
2215,dünyaca ünlü sahilde fotoğraf resitali ;,pozitif
2216,karadeniz huser rize yayla bulut denizi horon eşi benzeri olmayan güzellik;,pozitif
2217,turizm sezonu kapandıktan sonra korona sezonunu açabilirler ;,pozitif
2218,antalya belediyeler kaş turizm vatandaşı engelleyerek hangi açığınızı saklamaya çalışıyorsunuz ve sadece ve sadece vatandaşa hizmetle yükümlü bir belediye bir vatandaşı nasıl engelleme cüreti gösterebilir medya yönetiminiz sırıtıyor yazık bu eller mi kaş a hizmet ediyor ;,negatif
2219, yolu doğru olanın yükü ağır olur;,negatif
2220,koronavirüs otellerde değil plajlarda;,pozitif
2221,thy uçuş planı güncellendi;,negatif
2222,antalya da bin turiste koronavirüs testi;,pozitif
2223,ab den türkiye ye en erken ekim de vize ve zorunlu karantina ;,pozitif
2224,işler iyi iken yönetmek hüner değildir kriz anında krizi yönetebiliyor musun yetenek bilgi tecrübe o zaman devreye girer  ;,pozitif
2225,harika bir fikir ben de sıralamasını teknoloji tarım turizm olarak yapardım ;,pozitif
2226,turizm devinin iflası ;,negatif
2227,türkiye nin en büyüğü olacak alanyalı turizmcinin dev projesi hayata geçiyor  ;,pozitif
2228,turizm devi silkar ın iflası istendi bir dönem türkiye nin en büyük otelcilerinden biri olan silkar ın iflası istendi   ;,negatif
2229, in havacılık tasarım ve sertifikasyon alanlarındaki mühendislik altyapısı ve yetkinliği easa avrupa havacılık emniyeti ajansı tarafından tasarım organizasyonu onayı doa sertifikası ile tescillendi ;,pozitif
2230,kaynak sorunu yok idrak sorunu var türkiye   ile ekonomide atılım yapabilir turizm tarım teknoloji kaynakları üretmeden tüketen zombilere harcamayalım bu alanda kullanalım ülkeyi uçuralım  ;,negatif
2231, bir havayolu firması daha antalya uçuşlarına başladı;,pozitif
2232,ingilizler kasım e kadar marmaris e gelecek  ;,pozitif
2233,sektörü bu yaz yüzde lik kayba uğradi ;,negatif
2234, moskova belediye başkanı nın açıklamasının ardından türkiye tatillerine yönelik talep arttı moskova ;,negatif
2235,uluslararası turizm ve seyahat fuarı emitt ertelendi ;,negatif
2236,her yıl istanbul da yapılan doğu akdeniz uluslararası turizm ve seyahat fuarı istanbul yılında yapılmayacak ;,negatif
2237,ingiliz turistlerden yoğun ilgi alanya da tatil sezonu devam ediyor   ;,negatif
2238, insan hareketinin en yoğun olduğu işletme türlerinden birisi için olması gereken bir uygulama turizm çalışanları için   mayıs tan itibaren zorunlu olamaz mıydı  ;,negatif
2239, expo aynı şehir iki farklı belediye aralarında metreler var lakin sanat ve estetik anlayışları arasında uçurum beton dökme ve ben yaptım oldu anlayışıyla sanat olmaz anlamıyorsanız yapmayın ya da iki metre ötenizde hazır yapılmışından ibret alın ;,negatif
2240,marmaris ten turizm atağı ;,pozitif
2241,eylül ayına ilişkin nakdi ücret desteği ödemeleri ekimde başlıyor işsizlik ödeneğine hak kazanamayanlar ekimücretsiz izine ayrılmış olan çalışanlar ekimde ödemeleri gerçekleşiyor kısacalışma nakdi ücret desteği turizm işçileri ;,negatif
2242,pandemi süreci ve vaka sayısı bu şekilde devam ederse sizce turizm sezonu nasıl olur ;,negatif
2243,rusya ukrayna ve kazakistan turizm acentelerinin yeni destinasyonu istanbul ;,pozitif
2244,içişleri bakanlığı tarafından ilin valiliğine gönderilen yeni genelge ile tüm konaklama tesislerine müşteri kabulü için hes kodu zorunluluğu getirildi ;,pozitif
2245,salgın sürecinden ev dışı yemeiçme sektörü turizm ve ulaşım havayolu sektörü en fazla etkilenen sektörler oldu bu sektörlerin çalışanları dönemsel kazanç elde edip sezon harici dönemde kazandıklarını harcamaktadırlar zor bir kış dönemi olacak ;,negatif
2246, avustralya basını türkiye dev bir lüks gemi mezarlığına döndü ;,negatif
2247,sanayi sanayi gelismeden hizmet sektoru gelistiginde bizdeki gibi bazi sorunlar yasanmaktadir turizm cok cok dogru geldi dalgakiran bu adami cok tutuyorum;,negatif
2248, ekim e kadar uzatılan vize yasağının yarın bitip bitmeyeceğine dair henüz karar alınmadı ;,negatif
2249,allah bereket versin izmir cesme  ;,pozitif
2250,e devlet üzerindensendika üyelik işlemlerinden otel konaklama seçeneklerinden tek iş sendikasini seçerek bizlere katılabilirsiniz  ;,pozitif
2251, rus tur operatörleri uzayan yaz sezonu sonrasında türkiye ye yönelik charter uçuşları için planlarını açıkladı ;,negatif
2252, rusya pandemi sonrasında ekonomiyi toparlamak için iç turizme öncelik verip dış turizmi kısıtlamayı hedefliyor ;,negatif
2253,sivas divriği ilçesinde uygulanacak cam seyir teras projesi ilçenin turizmini zirveye çıkaracak  ;,pozitif
2254,dünya turizm örgütü bu yılın temasını kırsal kalkınma ve turizm olarak belirledi yaşanan süreçte bu aynı zamanda tarım coğrafiişaretler ve turizm in daha da yakınlaşacağı anlamını taşıyor bu iki stratejik sektörün işbirliği alanını genişletmeliyiz ;,pozitif
2255,güvenli turizm sertifikasyon programı kapsamında zorunlu tabela  ;,pozitif
2256,erdoğanın büyütüp beslediği yetiştirip koruduğu en ünlü dolandırıcısı adil üstündağ ;,negatif
2257,bakan albarak abd doları ve faizle rekabeti fiilen kestiğimizi bundan sonra sanayi üretimi turizm döviz girdisi ve rekabetçi döviz kuruna odaklanacağımızı söyledi bence içerik güzeldi ama ;,negatif
2258,green park otelleri kimlere tuzak kuruyor ;,negatif
2259,mahkeme alkoçlar otelcilik in iflasına karar verdi  ;,negatif
2260,akp chp nin dolandırıcı otelcisi nerde bir hırsız var arkasında akp  ;,negatif
2261,akp chp nin otelcisi adil üstündağ nitelikli dolandırıcılık yapıyor ;,negatif
2262,akp nin oteli green park otelleri ve sahipleri nitelikli dolandırıcılık yapıyorlar mahkemeler seyrediyor ;,negatif
2263,ruslar antalyadan vazgeçmiyor  ;,negatif
2264,kktc de covid la mücadele kapsamında daha önce ekim e kadar kapalı olacağı belirtilen gece kulüpleri disko ve casinoların ekim tarihinden itibaren açılmalarına izin verildi  ;,negatif
2265, budva şehrinde yapımı süren ikinci otelin in haziran ayında hizmete girmesi planlanıyor  ;,pozitif
2266,hazine ve maliye bakanı berat albayrak yeni ekonomik programı açıkladı;,pozitif
2267,türkiye ye en çok turist bu ülkeden geldi ;,pozitif
2268,türkiye ayda yaklaşık milyon ziyaretçi ağırladıkültür ve turizm bakanlığının ocak ağustos yabancı ziyaretçi istatistiklerine göre ayda en çok ziyaretçi sırasıyla almanya rusya federasyonu bulgaristan ukrayna ve ingiltere den geldi  ;,pozitif
2269,seyahat veri analiz şirketi cirium un verilerine göre yılın haftasında eylül dünyanın yolcu sayısı açısından en yoğun uluslararası hattı antalya moskova hattı oldu  ;,negatif
2270, otel yöneticilerinin dijitalleşme ile gelir yönetimine normale göre çok daha ihtiyacı vardır ihtiyaçlarınızı belirlemek için ücretsiz keşif görüşmemizden hemen yararlanın  ;,pozitif
2271,onu da bilsin şunu da onu da yapsın bunuda başlıkları ile turizmci değil her işi yapabilecek yarı maaşa çalışabilecek kişilerin arandığı bir sezona girdik işi bilen personele az daha sabır keser de döner sap da ;,negatif
2272, ülkenin çoğu gibi yok sayılan kısımdayım ondan turizm ;,negatif
2273,yunanistan daki girit adasından pazar günü hareket eden ve tui cruises tarafından işletilen bir gemide mürettebatın covid test sonuçları pozitif çıkarken daha sonra sının testi negatife döndü  ;,negatif
2274, rus tur operatörleri ve acentalar istanbul marmara kapadokya nın ardından şimdi de mezopotamya turlarına başlama hazırlığında ;,negatif
2275,marmaris belediyesi marmaris ticaret odası ve yda dalaman havalimanı ile jet arasındaki görüşmeler sonucunda kasım tarihleri arasında ingiltere iskoçya ve kuzey irlanda dan uçuş planlandı  ;,pozitif
2276,türkiye yi ayda yaklaşık milyon turist ziyaret etti ;,pozitif
2277,pandemi döneminin getirdiği olumsuz şartlarda en çok etkilenenlerden bir tanesi turizm olmuştur pandemi döneminin sonlandığı seyahat kısıtlamalarının kalktığı turizm işçilerimizin emeklerinin karşılığını aldığı iyi günleri yaşamak dileğiyle   kutluolsun ;,negatif
2278,turizm başkenti antalya alanya dolar euro yükselişinin girdi maliyetlerini arttiracaginin farkında kötü geçen bir sezonun hasar tespiti daha yapılmadı turizm sektörünü zor bir kış ayı bekliyor ;,negatif
2279,türkiye ye turist gönderen ülkeler almanya rusya ;,pozitif
2280,turizm sektöründeki koronavirüs krizi büyüyor ;,negatif
2281,türkiye ye ayda milyon bin turist  ;,negatif
2282,bergama da turizmi için start verildi ;,pozitif
2283,kanlıböğet gezisi andırın minareli asma köprüden maraş ın saklı cennet kanlıböğet ;,pozitif
2284,türkiyenin ilk göl şehri nef markasiyla kuruluyor ;,pozitif
2285,karataş ilçemizin doğal zenginlik ve kültürel miraslarını daha çok ön plana çıkarıp turizm potansiyelinin arttırmak için hizmet üretmeye devam ediyoruz  ;,negatif
2286,türkiye ilk ayda yaklaşık milyon ziyaretçi ağırladı  ;,pozitif
2287,nordwind havayollarından antalya adımı  ;,pozitif
2288,bodrum deniz kum ve güneş üçlüsü ile ünlü olsa da tarihi yerler konusundan ülkemizin en zengin destinasyonlarından biridir bodrum  ;,pozitif
2289,yabancı ziyaretçiler için ukrayna ya giriş yasağı eylül itibariyle sona erdi artık yabancılar ülkeye serbestçe girebiliyor  ;,pozitif
2290,paraşütle ölüme yolculk  ;,pozitif
2291,yedikulehisarı türkiye ve istanbul turizmine büyük katkı sunacak    ;,negatif
2292, ilya umanskiy sonbaharda ülke içi destinasyonlara yönelik talepte geçen yıla göre rekor seviyede bir artış bekliyoruz ;,negatif
2293,balonlar urfa semalarında ;,pozitif
2294,müjde antalyada turizm kışında devam edecek ;,pozitif
2295,antalya da turizm sezonu kışa uzadı  ;,negatif
2296,intermobil ailesi olarak turizm taşımacılığı hizmeti veren tüm kişi ve kurumların dünya turizm günü nü kutlarız  ;,pozitif
2297,turizm eski haline ne zaman dönecek  ;,negatif
2298,  oecd raporuna göre yabancı turistin harcadığı her o ülke ekonomisinde cent katma değer yaratmakta yılında yani covid öncesinde milyar turizm geliri elde etmiştik ;,negatif
2299,dünya turizm günü kutlu olsun   turizm ;,pozitif
2300,yenisezon antalya da turizm kışın da devam edecek  ;,pozitif
2301, milyondan fazla kişi antalyaya uçtu ;,negatif
2302,kötüleşen ekonomik durum ışığında koronavirüsü türk hava yolları nın milyar liralık rekor zarar kaydetmesiyle ulusal şirketlerimizin yaralarını derinleştirmeye devam ediyor  ;,negatif
2303,turizm cennetimizin kıymetini daha iyi anladığımız şu günlerde doya doya gezdiğimiz günlere hasretle ;,negatif
2304,bu yaz en çok alman turist geldi   ;,pozitif
2305,  kutlu olsun özellikle covid ile daha iyi anlaşıldı ki yerelleşme bölgesel  ilişkisi çok önemli turizm e emek vermiş herkes ve her kurum çok değerli ;,pozitif
2306, eylül turizm dünyasında neler oldu ;,negatif
2307,tüm sektörümüzün günü kutlu olsun zor zamanlar geçiriyor olsak da mesleğimi seviyorum ve bu meslek için çaba göstermeye devam edeceğim bol turistli günlerin bir an önce gelmesini diliyorum   ;,pozitif
2308,turizm sadece kentler turistik ve gelişmiş bölgeler için değil birçok kırsal topluluk için bir cankurtaran halatıdır turizm sadece üniversite ve turizm mezunlarını değil özellikle kadınlar ve gençler için önde gelen bir istihdam kaynağıdır   ;,pozitif
2309,bugün eylül   unwto yi turizm ve kırsal kalkınma yılı olarak belirledi yine yeniden seyahat edebileceğimiz günlere en kısa zamanda kavuşmak dileğiyle  ;,pozitif
2310, izmit belediyesi eylül dünya turizm günü kapsamında tarih koridoru gezisi düzenleyerek izmitlileri kent tarih ile buluşturdu   ;,pozitif
2311,pandemi döneminde en çok etkilenen sektörlerin başında gelen turizm sektöründe canla başla ve büyük özveriyle işini yapan bütün çalışanların eylül dünya turizm gününü kutlarım ;,pozitif
2312,sayın yavaş ankara mızın tarihi kültürel sanatsal ve doğal güzellikleri hakkında turizm ve türkiyemiz için kitap dergi külliyat adına bir proje düşünüyor musunuz ankara kültür ve turizm haritası mesela çok güzel olurdu ;,negatif
2313,bugüne kadar hizmet verdiğimiz turizm sektörüne hizmet etmiş tüm markalarımızın dünya turizm günü kutlu olsun   ;,pozitif
2314,irlandalı yazar oscar wilde ın dediği gibi seyahat insanın ruhunu asilleştirir ve önyargılarını yok eder   ;,pozitif
2315,maalesef bugün turizm sektörü en zor zamanlarını yaşıyor  ;,negatif
2316,bugün eylül   bu sene covid nedeniyle turizm ve otelcilik sektörü lik bir düşüş yaşadı ;,negatif
2317,projenin önceliklerinden van gölünün koruma kullanma dengesini gözeterek etkileşimde bulunduğu alan kalkınmaya yönelik başta turizm sektörü olmak üzere gölü temel alan sektörlerin geliştirilmesidir  ;,negatif
2318, turizm emekçilerimize selam ve dua ile  ;,negatif
2319,gelecek yıl için tahminlerini de paylaşan bozkurt yılı ile ilgili beklentimiz ise tabii ki şu anda devam eden bu talep durumuna göre bu yılı böyle kapatacak  ;,negatif
